,open_time,o,h,l,c,v,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2018-01-26 07:59:59.999,1516838400000,1060.34000000,1115.00000000,1030.26000000,1056.52000000,119415.93495000,1516924799999,127855243.16991910,140455,51616.93186000,55173677.07046420,0
2018-01-27 07:59:59.999,1516924800000,1055.29000000,1082.00000000,986.00000000,1051.03000000,145113.63800000,1517011199999,150237011.30051970,168271,65457.65737000,67827452.97853400,0
2018-01-28 07:59:59.999,1517011200000,1051.03000000,1127.99000000,1032.20000000,1118.99000000,96894.33839000,1517097599999,105043056.37682400,130125,45766.53699000,49629825.89151590,0
2018-01-29 07:59:59.999,1517097600000,1118.99000000,1277.00000000,1112.00000000,1251.96000000,143510.73586000,1517183999999,173283524.87516750,191653,75218.37986000,90855763.28965220,0
2018-01-30 07:59:59.999,1517184000000,1251.96000000,1258.89000000,1161.65000000,1177.01000000,105292.76808000,1517270399999,126282956.23860490,172601,48840.57937000,58534935.19062220,0
2018-01-31 07:59:59.999,1517270400000,1177.01000000,1186.85000000,1051.00000000,1085.50000000,155278.55404000,1517356799999,173857602.76472660,257484,69602.77847000,78061183.25828350,0
2018-02-01 07:59:59.999,1517356800000,1084.63000000,1135.00000000,1029.00000000,1124.81000000,100372.03783000,1517443199999,109226169.40308700,191394,50640.76647000,55078099.41515020,0
2018-02-02 07:59:59.999,1517443200000,1125.96000000,1164.99000000,981.00000000,1041.94000000,203355.29052000,1517529599999,220810878.73135090,343466,103607.53527000,112587064.50233980,0
2018-02-03 07:59:59.999,1517529600000,1041.89000000,1047.20000000,783.67000000,922.30000000,377375.22874000,1517615999999,348077470.81722150,501434,181803.82775000,167889492.18722150,0
2018-02-04 07:59:59.999,1517616000000,923.67000000,998.00000000,851.00000000,971.00000000,160037.88129000,1517702399999,150132852.16983070,277958,81177.46937000,76165426.97083700,0
2018-02-05 07:59:59.999,1517702400000,971.00000000,975.00000000,789.00000000,823.56000000,186446.03160000,1517788799999,163419119.01139310,291397,85023.08997000,74574008.44710110,0
2018-02-06 07:59:59.999,1517788800000,821.60000000,862.47000000,634.94000000,697.92000000,365516.52899000,1517875199999,270801309.65419200,430516,172545.91147000,127791783.26703600,0
2018-02-07 07:59:59.999,1517875200000,697.93000000,798.00000000,570.10000000,779.25000000,648944.42040000,1517961599999,435291131.04547760,685832,322992.49713000,216518421.16199930,0
2018-02-08 07:59:59.999,1517961600000,779.99000000,849.00000000,714.18000000,754.00000000,356403.44410000,1518047999999,282259408.68782730,394597,175794.37713000,139230064.66501170,0
2018-02-08 08:28:14.799,1518048000000,753.19000000,786.93000000,751.00000000,781.66000000,10516.26190000,1518049694799,8110366.54793310,8507,5608.73717000,4322984.75567100,0
2018-02-10 07:59:59.999,1518134400000,781.66000000,882.20000000,781.66000000,877.00000000,95447.67289000,1518220799999,81316368.02043540,196544,48219.20627000,41065080.69212890,0
2018-02-11 07:59:59.999,1518220800000,876.30000000,911.20000000,800.00000000,851.15000000,214818.06768000,1518307199999,184921264.97540710,342039,106790.73578000,91838495.01903430,0
2018-02-12 07:59:59.999,1518307200000,851.15000000,857.00000000,768.28000000,808.99000000,189323.40800000,1518393599999,154647315.01899800,318895,93816.64268000,76606662.62607830,0
2018-02-13 07:59:59.999,1518393600000,808.58000000,877.56000000,807.46000000,866.66000000,143586.93121000,1518479999999,122610007.85699210,300970,71318.44048000,60931441.31271000,0
2018-02-14 07:59:59.999,1518480000000,866.39000000,871.00000000,820.00000000,841.57000000,110305.93537000,1518566399999,92966057.37655680,234604,52069.10892000,43902195.12344390,0
2018-02-15 07:59:59.999,1518566400000,841.57000000,924.99000000,841.30000000,919.09000000,150342.85558000,1518652799999,133514830.89704840,297425,77859.33104000,69115076.36949150,0
2018-02-16 07:59:59.999,1518652800000,919.09000000,946.66000000,895.59000000,924.55000000,155637.78524000,1518739199999,143817533.14156030,308893,75296.76352000,69608824.82704310,0
2018-02-17 07:59:59.999,1518739200000,924.55000000,948.48000000,901.36000000,938.67000000,115540.16349000,1518825599999,107292023.64323890,247188,58076.47841000,53965172.15576340,0
2018-02-18 07:59:59.999,1518825600000,938.60000000,974.00000000,933.48000000,969.99000000,110091.03618000,1518911999999,105637458.53230330,224139,55838.89511000,53589187.40533720,0
2018-02-19 07:59:59.999,1518912000000,969.99000000,978.50000000,897.00000000,911.00000000,160129.79518000,1518998399999,149501060.85399620,287445,76779.45418000,71653112.03809310,0
2018-02-20 07:59:59.999,1518998400000,911.00000000,956.22000000,906.04000000,938.11000000,80099.49534000,1519084799999,75083849.37544660,188985,39939.92617000,37449846.39561810,0
2018-02-21 07:59:59.999,1519084800000,939.17000000,961.00000000,873.00000000,882.99000000,120056.67502000,1519171199999,111258169.98269990,225795,51589.65011000,47882656.04060700,0
2018-02-22 07:59:59.999,1519171200000,882.99000000,908.88000000,812.87000000,835.89000000,176200.55151000,1519257599999,151739402.98468700,324214,87081.74410000,75003256.84745940,0
2018-02-23 07:59:59.999,1519257600000,836.35000000,871.96000000,786.60000000,801.49000000,137561.85113000,1519343999999,112939926.71690960,265430,66047.98885000,54235297.72227190,0
2018-02-24 07:59:59.999,1519344000000,801.47000000,885.00000000,785.99000000,851.60000000,154507.41338000,1519430399999,130147658.00644790,283445,78138.49259000,65812197.02366920,0
2018-02-25 07:59:59.999,1519430400000,851.59000000,875.00000000,805.00000000,833.94000000,89311.57940000,1519516799999,75082869.27221530,180745,42475.83266000,35742853.26644500,0
2018-02-26 07:59:59.999,1519516800000,833.92000000,849.50000000,813.18000000,841.19000000,59431.26474000,1519603199999,49520472.19407260,134040,30059.73273000,25066747.78495790,0
2018-02-27 07:59:59.999,1519603200000,841.46000000,882.00000000,833.00000000,867.98000000,74911.46560000,1519689599999,64498089.20357200,135463,40273.49778000,34652951.89291830,0
2018-02-28 07:59:59.999,1519689600000,867.98000000,897.49000000,860.69000000,870.11000000,63487.68425000,1519775999999,55793476.98017200,113151,31371.55804000,27569970.85346770,0
2018-03-01 07:59:59.999,1519776000000,871.84000000,891.00000000,850.30000000,853.50000000,53620.45209000,1519862399999,46744924.41977600,102553,27052.02562000,23576664.62001030,0
2018-03-02 07:59:59.999,1519862400000,853.50000000,879.96000000,848.65000000,870.63000000,43785.00503000,1519948799999,37976139.75173690,89476,22585.28400000,19603857.33727670,0
2018-03-03 07:59:59.999,1519948800000,870.63000000,876.22000000,850.00000000,856.28000000,39436.26006000,1520035199999,34068626.38325950,77178,18068.41456000,15614620.31652370,0
2018-03-04 07:59:59.999,1520035200000,856.27000000,870.78000000,852.30000000,856.02000000,34170.29420000,1520121599999,29487108.37488000,65375,15376.67570000,13272220.34219830,0
2018-03-05 07:59:59.999,1520121600000,856.51000000,868.00000000,836.24000000,866.66000000,29735.01829000,1520207999999,25364732.86436440,64562,15317.96521000,13061032.86512280,0
2018-03-06 07:59:59.999,1520208000000,866.61000000,871.75000000,847.20000000,849.84000000,30567.79813000,1520294399999,26391332.15467580,61568,12799.98986000,11065449.08685750,0
2018-03-07 07:59:59.999,1520294400000,849.81000000,853.18000000,803.01000000,813.11000000,48658.06883000,1520380799999,40340972.83291270,90220,22191.73389000,18401910.62372530,0
2018-03-08 07:59:59.999,1520380800000,813.31000000,826.20000000,718.40000000,749.90000000,109013.28380000,1520467199999,83030975.90436890,157657,48470.06648000,36781464.41114630,0
2018-03-09 07:59:59.999,1520467200000,749.02000000,772.07000000,684.00000000,695.46000000,76312.77819000,1520553599999,55751521.78456150,124325,36044.50510000,26338275.29885890,0
2018-03-10 07:59:59.999,1520553600000,695.48000000,727.92000000,640.00000000,723.71000000,116545.37303000,1520639999999,79262060.75400760,174238,60668.11131000,41319376.25041640,0
2018-03-11 07:59:59.999,1520640000000,723.65000000,745.00000000,673.06000000,680.58000000,63012.67972000,1520726399999,45345997.50423290,98429,31800.29863000,22911200.99151190,0
2018-03-12 07:59:59.999,1520726400000,680.58000000,735.00000000,659.15000000,720.85000000,73967.35869000,1520812799999,51773437.86712320,108011,38421.73903000,26903570.28100540,0
2018-03-13 07:59:59.999,1520812800000,721.00000000,740.50000000,676.31000000,697.11000000,67732.85988000,1520899199999,48042091.34638400,107566,31034.85323000,22068909.99726320,0
2018-03-14 07:59:59.999,1520899200000,696.52000000,713.76000000,680.00000000,689.94000000,55735.18315000,1520985599999,38651705.85401960,110481,26716.95139000,18575299.55125520,0
2018-03-15 07:59:59.999,1520985600000,690.16000000,703.54000000,585.00000000,610.10000000,89904.25415000,1521071999999,57785217.48530550,139296,39532.62564000,25438176.25918170,0
2018-03-16 07:59:59.999,1521072000000,610.10000000,621.12000000,570.00000000,608.83000000,94426.72453000,1521158399999,56487242.00878460,139923,46470.38535000,27835899.84016650,0
2018-03-17 07:59:59.999,1521158400000,608.83000000,625.30000000,584.15000000,599.05000000,64720.20994000,1521244799999,39356556.47210970,84631,33403.29506000,20344035.08702480,0
2018-03-18 07:59:59.999,1521244800000,599.03000000,609.26000000,544.00000000,546.95000000,68022.45920000,1521331199999,39167671.24789790,85603,32527.71191000,18706692.77826370,0
2018-03-19 07:59:59.999,1521331200000,547.98000000,560.00000000,450.00000000,537.00000000,248817.22600000,1521417599999,125170992.06325350,273110,114393.25553000,57727396.53869080,0
2018-03-20 07:59:59.999,1521417600000,537.39000000,560.00000000,515.80000000,556.88000000,184798.77062000,1521503999999,99812549.63890140,190236,91723.14578000,49567220.40022150,0
2018-03-21 07:59:59.999,1521504000000,556.88000000,567.87000000,515.00000000,557.00000000,135426.91549000,1521590399999,73696454.55947950,141920,67726.94222000,36860017.18479350,0
2018-03-22 07:59:59.999,1521590400000,557.00000000,590.52000000,545.11000000,559.17000000,117019.17321000,1521676799999,66572210.67095110,139151,57668.25343000,32774544.67269290,0
2018-03-23 07:59:59.999,1521676800000,559.15000000,578.60000000,516.00000000,539.92000000,111106.19916000,1521763199999,60459505.60659080,123941,55271.47004000,30077484.37141800,0
2018-03-24 07:59:59.999,1521763200000,539.78000000,544.72000000,506.71000000,543.03000000,106416.06746000,1521849599999,55542669.04309830,122067,53573.84272000,27978541.85792030,0
2018-03-25 07:59:59.999,1521849600000,543.20000000,545.99000000,518.63000000,520.22000000,87710.78945000,1521935999999,46963103.45073160,104841,41522.36464000,22242100.38139730,0
2018-03-26 07:59:59.999,1521936000000,521.17000000,536.00000000,512.00000000,523.74000000,71903.17130000,1522022399999,37482165.18208220,90242,33854.54926000,17655912.67093830,0
2018-03-27 07:59:59.999,1522022400000,523.95000000,527.67000000,465.56000000,485.00000000,151084.23688000,1522108799999,74104022.13000240,144216,76715.81596000,37587633.55547330,0
2018-03-28 07:59:59.999,1522108800000,485.00000000,491.55000000,446.00000000,448.50000000,138188.76042000,1522195199999,63816245.42740860,139179,61442.73325000,28392464.63633370,0
2018-03-29 07:59:59.999,1522195200000,448.50000000,466.00000000,440.14000000,446.67000000,89895.47885000,1522281599999,40547475.95366830,90706,43268.16083000,19526756.91968050,0
2018-03-30 07:59:59.999,1522281600000,446.07000000,449.43000000,380.00000000,384.00000000,225341.94316000,1522367999999,91719449.93042180,176576,105223.74466000,42823913.34205660,0
2018-03-31 07:59:59.999,1522368000000,383.87000000,412.04000000,366.00000000,392.43000000,292254.79437000,1522454399999,112316125.32671660,232555,139653.28026000,53711196.76924220,0
2018-04-01 07:59:59.999,1522454400000,392.40000000,419.40000000,388.52000000,393.92000000,167833.59399000,1522540799999,67461541.58866280,134396,85749.94972000,34500084.51846050,0
2018-04-02 07:59:59.999,1522540800000,393.93000000,399.91000000,356.90000000,378.58000000,150493.99422000,1522627199999,56620178.35434070,119329,71969.44590000,27073234.65485070,0
2018-04-03 07:59:59.999,1522627200000,378.58000000,394.87000000,375.00000000,385.05000000,113242.14191000,1522713599999,43596858.50247120,95810,60918.09989000,23456311.31964970,0
2018-04-04 07:59:59.999,1522713600000,385.00000000,419.08000000,380.13000000,415.01000000,137897.55565000,1522799999999,55385110.15483810,118778,72741.86375000,29203166.49757170,0
2018-04-05 07:59:59.999,1522800000000,415.00000000,416.50000000,370.00000000,378.16000000,140598.39668000,1522886399999,54594624.75694240,132792,69080.32064000,26802920.54293460,0
2018-04-06 07:59:59.999,1522886400000,378.15000000,387.03000000,365.61000000,381.22000000,120314.05875000,1522972799999,45411126.89561740,103370,60702.08220000,22942001.54386410,0
2018-04-07 07:59:59.999,1522972800000,381.56000000,385.91000000,362.54000000,368.89000000,74458.69141000,1523059199999,27645272.51650700,69396,36948.37773000,13722741.93768630,0
2018-04-08 07:59:59.999,1523059200000,368.89000000,394.75000000,368.28000000,384.51000000,71463.42848000,1523145599999,27442723.65521810,65341,39310.34310000,15088027.53374130,0
2018-04-09 07:59:59.999,1523145600000,384.51000000,404.05000000,384.00000000,400.40000000,57395.52936000,1523231999999,22720923.54700050,61290,31269.11717000,12384767.57747670,0
2018-04-10 07:59:59.999,1523232000000,400.40000000,431.99000000,387.10000000,399.44000000,151653.50413000,1523318399999,61605245.86727480,122647,81164.60858000,33028431.07245560,0
2018-04-11 07:59:59.999,1523318400000,399.25000000,418.68000000,391.40000000,416.07000000,81394.29605000,1523404799999,32805764.10197230,73634,39654.82636000,16004029.83185100,0
2018-04-12 07:59:59.999,1523404800000,415.53000000,433.54000000,410.38000000,429.52000000,86706.68627000,1523491199999,36371404.22510470,76885,44672.00021000,18743004.71810890,0
2018-04-13 07:59:59.999,1523491200000,429.90000000,499.00000000,412.88000000,495.67000000,249766.38316000,1523577599999,113968625.28633960,202769,121547.23979000,55471535.40865620,0
2018-04-14 07:59:59.999,1523577600000,494.30000000,530.00000000,480.22000000,495.11000000,251752.08782000,1523663999999,127274585.04245970,206506,123872.45036000,62548394.17205760,0
2018-04-15 07:59:59.999,1523664000000,494.69000000,515.00000000,485.58000000,502.68000000,121283.33380000,1523750399999,60727364.27405790,98631,60998.98842000,30544457.20975630,0
2018-04-16 07:59:59.999,1523750400000,502.68000000,535.00000000,502.51000000,533.88000000,108739.15395000,1523836799999,56506254.97253160,93171,57139.99073000,29710349.75776470,0
2018-04-17 07:59:59.999,1523836800000,533.88000000,538.00000000,497.31000000,511.46000000,130359.52549000,1523923199999,66652300.80679620,103147,60079.00406000,30729925.47762470,0
2018-04-18 07:59:59.999,1523923200000,512.09000000,521.20000000,500.02000000,502.56000000,96541.96382000,1524009599999,49273622.85307060,91563,46910.09255000,23946544.54982590,0
2018-04-19 07:59:59.999,1524009600000,502.56000000,526.99000000,501.12000000,526.09000000,73161.95251000,1524095999999,37673780.83688760,68912,40719.86775000,20988712.96744070,0
2018-04-20 07:59:59.999,1524096000000,526.49000000,571.61000000,521.03000000,568.14000000,112235.77328000,1524182399999,61044208.31751140,100508,58720.48369000,31889417.11774140,0
2018-04-21 07:59:59.999,1524182400000,568.14000000,622.17000000,556.50000000,617.09000000,160209.03951000,1524268799999,93907683.47732830,153184,74320.28896000,43506166.78881280,0
2018-04-22 07:59:59.999,1524268800000,616.80000000,624.50000000,570.23000000,604.87000000,159364.95353000,1524355199999,95664939.94081830,159407,78153.60888000,46861099.64117870,0
2018-04-23 07:59:59.999,1524355200000,604.87000000,643.49000000,589.00000000,620.92000000,120127.37280000,1524441599999,74788729.84931920,122258,61246.48956000,38184257.04330510,0
2018-04-24 07:59:59.999,1524441600000,620.67000000,649.11000000,618.02000000,645.09000000,77475.70793000,1524527999999,49473079.44494780,88353,39248.30497000,25074915.27186450,0
2018-04-25 07:59:59.999,1524528000000,644.58000000,712.99000000,643.76000000,701.58000000,171437.66972000,1524614399999,118180314.71657870,159888,91426.36964000,62994280.59660920,0
2018-04-26 07:59:59.999,1524614400000,701.16000000,703.30000000,593.83000000,618.00000000,341439.50428000,1524700799999,218497368.19349800,309129,168602.81904000,107875026.52506130,0
2018-04-27 07:59:59.999,1524700800000,617.73000000,666.19000000,600.00000000,661.51000000,155754.00815000,1524787199999,98084636.57769930,150017,76481.83444000,48219285.06520120,0
2018-04-28 07:59:59.999,1524787200000,661.51000000,686.82000000,635.73000000,643.46000000,134803.48389000,1524873599999,89621495.41790060,132051,65494.83214000,43584183.33973510,0
2018-04-29 07:59:59.999,1524873600000,643.41000000,694.90000000,638.76000000,682.86000000,113128.36337000,1524959999999,76596615.43294750,114761,58734.58851000,39786611.31266020,0
2018-04-30 07:59:59.999,1524960000000,683.50000000,700.49000000,665.28000000,690.85000000,110020.23869000,1525046399999,75235079.30184480,121177,52218.32161000,35747869.59125030,0
2018-05-01 07:59:59.999,1525046400000,690.85000000,695.30000000,662.20000000,670.78000000,112494.91720000,1525132799999,76654028.97975390,109155,56599.46199000,38596782.92233760,0
2018-05-02 07:59:59.999,1525132800000,670.78000000,675.60000000,627.58000000,672.00000000,133123.66675000,1525219199999,87065924.85114830,120421,60363.54848000,39426790.59210050,0
2018-05-03 07:59:59.999,1525219200000,671.99000000,691.99000000,663.00000000,688.56000000,86185.50330000,1525305599999,58547697.50570350,97534,47460.17330000,32261968.39361990,0
2018-05-04 07:59:59.999,1525305600000,688.55000000,792.08000000,685.39000000,779.00000000,229419.20900000,1525391999999,169982888.33833640,210459,118584.02308000,87775109.77360090,0
2018-05-05 07:59:59.999,1525392000000,779.00000000,810.00000000,756.91000000,785.99000000,179924.40215000,1525478399999,141283262.92413220,161690,90632.87892000,71235800.14789630,0
2018-05-06 07:59:59.999,1525478400000,785.80000000,832.66000000,781.56000000,819.50000000,128631.18764000,1525564799999,104594301.60936390,121136,68646.32685000,55817590.00757500,0
2018-05-07 07:59:59.999,1525564800000,819.50000000,839.99000000,752.49000000,794.30000000,166871.16002000,1525651199999,132187629.45068900,154829,83663.13801000,66427974.42341990,0
2018-05-08 07:59:59.999,1525651200000,794.30000000,799.14000000,701.00000000,752.49000000,284237.06328000,1525737599999,210066185.28612950,232411,128638.27791000,95026417.28709860,0
2018-05-09 07:59:59.999,1525737600000,753.00000000,777.00000000,720.02000000,748.99000000,135106.19621000,1525823999999,101156197.25733180,126971,65785.64028000,49239934.89447100,0
2018-05-10 07:59:59.999,1525824000000,748.99000000,760.74000000,710.26000000,751.75000000,112353.37758000,1525910399999,82933836.45451400,104593,56905.42297000,42032849.91733500,0
2018-05-11 07:59:59.999,1525910400000,752.40000000,769.88000000,720.00000000,722.52000000,102019.29933000,1525996799999,76658823.46303080,99850,51561.01377000,38797465.57447480,0
2018-05-12 07:59:59.999,1525996800000,722.52000000,737.23000000,663.00000000,676.96000000,216953.54991000,1526083199999,150336847.82806850,192008,101003.74344000,69952774.71207490,0
2018-05-13 07:59:59.999,1526083200000,676.96000000,690.20000000,633.20000000,684.11000000,166801.07487000,1526169599999,111101666.32392630,159177,78843.94356000,52499825.00380480,0
2018-05-14 07:59:59.999,1526169600000,684.56000000,742.00000000,666.31000000,729.08000000,136022.39207000,1526255999999,96516164.98418590,116733,70003.23059000,49661581.19954880,0
2018-05-15 07:59:59.999,1526256000000,729.08000000,743.90000000,686.00000000,727.49000000,183466.92240000,1526342399999,131397089.11491410,152787,89358.81076000,64060315.62225620,0
2018-05-16 07:59:59.999,1526342400000,727.49000000,740.00000000,695.00000000,704.91000000,127191.21863000,1526428799999,91869541.84247220,115906,65194.99165000,47126392.06289730,0
2018-05-17 07:59:59.999,1526428800000,704.91000000,712.84000000,673.52000000,706.29000000,118902.46895000,1526515199999,82315246.51320330,121956,59502.98405000,41222835.60421820,0
2018-05-18 07:59:59.999,1526515200000,706.80000000,719.25000000,662.00000000,667.62000000,106723.38375000,1526601599999,74320001.25376880,109610,51643.55118000,35999130.55302080,0
2018-05-19 07:59:59.999,1526601600000,667.62000000,694.90000000,656.00000000,692.60000000,106541.66307000,1526687999999,72118376.52380140,114419,54699.90084000,37057267.62121270,0
2018-05-20 07:59:59.999,1526688000000,693.26000000,717.80000000,682.31000000,697.00000000,88828.85641000,1526774399999,62026599.80977050,99860,45052.07989000,31452211.21519650,0
2018-05-21 07:59:59.999,1526774400000,697.00000000,729.88000000,688.40000000,716.16000000,86004.74090000,1526860799999,61227466.29248830,91685,43571.09472000,31042626.10700530,0
2018-05-22 07:59:59.999,1526860800000,716.16000000,720.46000000,688.00000000,696.70000000,96085.15451000,1526947199999,67799023.54998430,89438,43697.48560000,30857840.28836450,0
2018-05-23 07:59:59.999,1526947200000,697.10000000,699.60000000,637.32000000,640.99000000,107059.57690000,1527033599999,72112726.83634800,110915,50607.50277000,34122130.87636410,0
2018-05-24 07:59:59.999,1527033600000,640.86000000,669.00000000,560.00000000,577.19000000,257099.77096000,1527119999999,155638543.76086570,203100,120864.87161000,73183522.63475080,0
2018-05-25 07:59:59.999,1527120000000,577.19000000,612.10000000,550.00000000,602.18000000,195854.62497000,1527206399999,114324332.26096410,159755,97510.70429000,56938498.13464700,0
2018-05-26 07:59:59.999,1527206400000,602.08000000,617.46000000,568.70000000,585.55000000,118076.26273000,1527292799999,70118224.93431350,115243,58137.51406000,34559969.40270940,0
2018-05-27 07:59:59.999,1527292800000,585.56000000,607.62000000,578.32000000,586.00000000,77654.12532000,1527379199999,46205282.68535490,76446,39888.62561000,23724451.19056690,0
2018-05-28 07:59:59.999,1527379200000,586.03000000,592.00000000,557.43000000,570.40000000,97097.26713000,1527465599999,55737244.51910230,90855,49860.49139000,28594913.18096400,0
2018-05-29 07:59:59.999,1527465600000,570.81000000,576.20000000,506.11000000,511.50000000,153197.83278000,1527551999999,81950608.39014620,136137,72896.65930000,38990869.40202700,0
2018-05-30 07:59:59.999,1527552000000,511.50000000,573.43000000,510.00000000,567.36000000,189082.83788000,1527638399999,103113233.70003000,128067,98238.03770000,53465712.40357530,0
2018-05-31 07:59:59.999,1527638400000,567.09000000,585.83000000,541.20000000,557.19000000,122132.27010000,1527724799999,68698935.18235030,94311,62301.91063000,35039310.07859430,0
2018-06-01 07:59:59.999,1527724800000,557.87000000,586.73000000,552.98000000,577.81000000,100101.52276000,1527811199999,57312700.87005420,88463,52802.56771000,30225262.62021690,0
2018-06-02 07:59:59.999,1527811200000,577.81000000,590.26000000,564.93000000,579.00000000,83840.84162000,1527897599999,48334174.76458640,85475,43154.52060000,24878100.16348540,0
2018-06-03 07:59:59.999,1527897600000,579.00000000,599.17000000,572.90000000,590.85000000,80258.14719000,1527983999999,47346968.13181880,81067,34652.44538000,20427136.53536490,0
2018-06-04 07:59:59.999,1527984000000,590.85000000,628.81000000,590.10000000,619.66000000,84123.33235000,1528070399999,51660963.90703360,83803,40226.93765000,24693632.86545540,0
2018-06-05 07:59:59.999,1528070400000,619.66000000,625.47000000,580.15000000,591.02000000,96339.44507000,1528156799999,57791317.72689690,86009,49160.85834000,29506398.83430720,0
2018-06-06 07:59:59.999,1528156800000,591.02000000,614.00000000,570.36000000,609.05000000,89053.74351000,1528243199999,52918830.20922890,86957,44401.66940000,26411381.78945780,0
2018-06-07 07:59:59.999,1528243200000,609.29000000,613.35000000,593.40000000,607.40000000,70152.92117000,1528329599999,42406036.33597880,71275,32056.28186000,19383741.34556910,0
2018-06-08 07:59:59.999,1528329600000,606.68000000,618.00000000,598.24000000,605.16000000,60174.18880000,1528415999999,36622061.39579840,61247,26952.13447000,16412936.16756690,0
2018-06-09 07:59:59.999,1528416000000,605.20000000,608.45000000,593.33000000,598.68000000,49228.00755000,1528502399999,29570758.38314740,49881,23316.17774000,14007954.69500650,0
2018-06-10 07:59:59.999,1528502400000,599.29000000,608.97000000,591.00000000,592.87000000,38908.06530000,1528588799999,23425391.98000990,40208,19934.76281000,12016285.17760160,0
2018-06-11 07:59:59.999,1528588800000,592.44000000,592.87000000,501.13000000,524.11000000,190350.58429000,1528675199999,103749727.24061780,145196,93837.46324000,51219191.49688230,0
2018-06-12 07:59:59.999,1528675200000,524.64000000,535.51000000,508.66000000,531.69000000,145813.07819000,1528761599999,76462994.86970180,117598,77140.98055000,40457311.09188900,0
2018-06-13 07:59:59.999,1528761600000,531.08000000,538.88000000,482.00000000,493.00000000,158223.14812000,1528847999999,81341580.82326960,121424,81506.65862000,41980494.28144510,0
2018-06-14 07:59:59.999,1528848000000,493.00000000,501.97000000,449.06000000,475.47000000,181842.19417000,1528934399999,86416386.63089360,134718,89431.85711000,42524293.00624590,0
2018-06-15 07:59:59.999,1528934400000,475.47000000,529.00000000,460.00000000,519.29000000,206093.07330000,1529020799999,102374389.99844290,156597,102710.51082000,50995462.21951220,0
2018-06-16 07:59:59.999,1529020800000,519.30000000,521.00000000,481.62000000,487.48000000,160532.53607000,1529107199999,80145974.85163280,122246,84537.20797000,42225020.20671690,0
2018-06-17 07:59:59.999,1529107200000,487.47000000,503.28000000,483.72000000,496.74000000,131095.45173000,1529193599999,64919187.05467420,96076,76269.81785000,37784360.16951100,0
2018-06-18 07:59:59.999,1529193600000,496.45000000,507.60000000,492.70000000,497.14000000,117316.93221000,1529279999999,58745118.71440180,92111,67766.32893000,33934667.22328460,0
2018-06-19 07:59:59.999,1529280000000,497.15000000,524.48000000,487.27000000,517.95000000,143826.68272000,1529366399999,72402471.35087380,119818,82746.72120000,41657563.35967150,0
2018-06-20 07:59:59.999,1529366400000,517.77000000,548.20000000,510.01000000,537.97000000,148148.38064000,1529452799999,78382588.53598990,130777,81412.28126000,43070607.63199130,0
2018-06-21 07:59:59.999,1529452800000,537.68000000,542.02000000,515.08000000,536.49000000,123892.04240000,1529539199999,65285793.65462760,99322,64181.93764000,33814887.60684230,0
2018-06-22 07:59:59.999,1529539200000,536.34000000,544.98000000,521.11000000,526.18000000,79862.90544000,1529625599999,42586318.49971900,77470,37743.66385000,20155119.41846380,0
2018-06-23 07:59:59.999,1529625600000,526.32000000,526.44000000,450.00000000,462.09000000,212659.53437000,1529711999999,102306774.81751460,166517,96751.89677000,46556980.23866040,0
2018-06-24 07:59:59.999,1529712000000,462.40000000,481.00000000,455.00000000,473.41000000,94465.26834000,1529798399999,44316379.46527180,85397,46591.24954000,21868421.36498030,0
2018-06-25 07:59:59.999,1529798400000,473.40000000,475.81000000,419.53000000,454.41000000,198264.10079000,1529884799999,88505534.65578150,152764,96864.99156000,43192475.36626380,0
2018-06-26 07:59:59.999,1529884800000,454.29000000,474.47000000,444.37000000,458.70000000,122942.11650000,1529971199999,56436062.44757660,113720,61114.96078000,28055559.38288140,0
2018-06-27 07:59:59.999,1529971200000,459.04000000,460.81000000,429.00000000,429.34000000,84003.09976000,1530057599999,37307967.11219800,64251,45306.56025000,20120626.75684870,0
2018-06-28 07:59:59.999,1530057600000,429.81000000,445.95000000,420.19000000,441.64000000,99156.36437000,1530143999999,42947280.71643460,73853,51876.04316000,22485963.87603240,0
2018-06-29 07:59:59.999,1530144000000,441.36000000,443.96000000,416.45000000,420.22000000,112309.56714000,1530230399999,48557224.76561240,120860,57541.85073000,24897298.10953150,0
2018-06-30 07:59:59.999,1530230400000,420.48000000,442.00000000,404.48000000,434.77000000,159495.30942000,1530316799999,66573394.28228510,114615,83281.89126000,34768163.98523170,0
2018-07-01 07:59:59.999,1530316800000,434.77000000,463.15000000,434.51000000,454.09000000,157169.20242000,1530403199999,70748384.85444280,105384,84447.23839000,38033789.76646680,0
2018-07-02 07:59:59.999,1530403200000,454.20000000,457.77000000,443.73000000,452.10000000,111226.62846000,1530489599999,50173671.42015970,78500,58019.06401000,26169646.60723400,0
2018-07-03 07:59:59.999,1530489600000,452.14000000,481.83000000,444.16000000,476.25000000,182585.11018000,1530575999999,84408714.71167760,135295,103107.08134000,47585181.31463040,0
2018-07-04 07:59:59.999,1530576000000,476.32000000,486.98000000,457.00000000,461.82000000,186954.55478000,1530662399999,88130206.04725610,139942,100598.37695000,47425966.69805430,0
2018-07-05 07:59:59.999,1530662400000,461.78000000,482.70000000,458.02000000,467.38000000,101886.20199000,1530748799999,48042056.08160800,81396,56616.48256000,26709736.96281030,0
